transaction_type,timestamp,blockchain,service,hash,user,token_symbol,token_address,value
withdrawDeposit,1692984517296,eth,horizon,0x6051830cb6c26d27008d9984a7c13c38a1e33b3627745277827d8e594ed9b219,0xc500c40e9A22e0003E135efA1DC4265C678D7C16,eth,,0.09970000000000001
deposit,1692998435428,bsc,horizon,0x1f838eaf22c6a047b7f452d5eefac63aab4dd8695e243fbe7df484eb1096a531,0xfe658a23826cf481255b8082904494b3d39fa9d2,bsc,,0.01
deposit,1693028656096,bsc,horizon,0x455d37ddf8e93057cbb4bc8a3763622098bb5a7340a21e0330c87d212f0e93c6,0xfe658a23826cf481255b8082904494b3d39fa9d2,bsc,,0.1
deposit,1693030649892,bsc,horizon,0x11bb0c2c1e4ae88ababc100cee66abd6acb9310c05bb4ef9c350355d80ad3867,0x97be3550dbee58d1ddbc8704a038baa9350f44e1,bsc,,0.001
withdrawDeposit,1693031275191,bsc,horizon,0x33e9dca7fe3649699ab03ec263363ed3144b9815f5a6a1aa197746d4b7b47ced,0x955D74DD6745e057D3d8822491d160A97Ef25EAb,bsc,,0.000997
deposit,1693033282444,bsc,horizon,0x6ca13936d8c288708efff7c98eaf6be6bc2180ab427e1ac883b813aabc01a20b,0x88b6a5b8fa6ff35725e70bad0b7d262bb06e37df,bsc,,0.001
deposit,1693033302947,bsc,horizon,0xab1dd9179828918814c8c35596e7a473e3cb64200eccea32f8096fc99600b54e,0x88b6a5b8fa6ff35725e70bad0b7d262bb06e37df,bsc,,0.01
deposit,1693033322223,bsc,horizon,0x2b57097f41910c6cf75ba687c79fffc0c13889b564ea4074acf957704f559ada,0x88b6a5b8fa6ff35725e70bad0b7d262bb06e37df,bsc,,0.1
withdrawDeposit,1693033379940,bsc,horizon,0x7e42af62c3e6064a3e6a452255c151c4afef75621303969fa5dea0a521c56d53,0x5E268480738EB1BaB4B802ED0594D54D32Cc61F7,bsc,,0.000997
withdrawDeposit,1693033427387,bsc,horizon,0xf7641f6d92de16977a8abc27ffba094bc6c0dc2a5eed50ed0031a0d3291b61c8,0x5E268480738EB1BaB4B802ED0594D54D32Cc61F7,bsc,,0.00997
withdrawDeposit,1693033468600,bsc,horizon,0x773d30823691962cfacb3392e7d279e7ffbb19854458b4b337bc1ba2835e8ba9,0x5E268480738EB1BaB4B802ED0594D54D32Cc61F7,bsc,,0.09970000000000001
deposit,1693161703932,eth,horizon,0xe1a6c17c39a95cdb7cf3d5aafde09e5eed57bf27ff231e6d2fa2eae3df2eba7a,0x88b6a5b8fa6ff35725e70bad0b7d262bb06e37df,eth,,0.1
withdrawDeposit,1693161798666,eth,horizon,0x33792295a38b76c6d6f2103db4ac1eeed0298d10e967e8fe9fa8e6a60edc15b3,0xc500c40e9A22e0003E135efA1DC4265C678D7C16,eth,,0.09970000000000001
deposit,1693207241662,bsc,horizon,0xfa994dcb07ba05d996a49b591404345d31ece838e67d971526a74ba9ca240834,0x49e5247770018dadde355a6bed7ecd449cd7d24d,bsc,,0.001
withdrawDeposit,1693207421578,bsc,horizon,0x4f7abfe5fa365ca9663be60c244db936a4fb2900041be35d2d641d0316d98c90,0x3d5Fef1Ad46E9BC39A1e1bCF847b380b64D28B4D,bsc,,0.000997
deposit,1693208269914,bsc,horizon,0xea3c2bd594758d41a1c19b94862506b1a869bf7a10e18991229fdda9921719f9,0x49e5247770018dadde355a6bed7ecd449cd7d24d,bsc,,0.001
withdrawDeposit,1693208537640,bsc,horizon,0xe62bbcfe88b0c9afa717f11c0eee6da2481e67b2785ad1cbd8c12d3641880dd9,0x3d5Fef1Ad46E9BC39A1e1bCF847b380b64D28B4D,bsc,,0.000997
withdrawDeposit,1693211407771,bsc,horizon,0x3e089760d641d032e01869a0146eee58fb3eb026361af113242fb9870ed8c128,0xe3E16218c16623fD7E73079c6798AAA79a7b48fF,bsc,,0.00997
withdrawDeposit,1693211505025,bsc,horizon,0xafb9de9098d7e85e20dbc6110fd5cbe54a3c7c45477d86f28846fc90c2dfc8e7,0xe3E16218c16623fD7E73079c6798AAA79a7b48fF,bsc,,0.09970000000000001
deposit,1693216021821,bsc,horizon,0x3c5fc0f56229c56c479ce7c2db2f45e03def83910fdb593658c2123b17954539,0x03e52c48cf37fec5e982b5256c9af40d8949a317,bsc,,0.01
withdrawDeposit,1693216179251,bsc,horizon,0x9a8af12ede73bb20031fbe8db8bca8b9c9c7affa5be23fd396b85dba1327f90b,0xB72e74C2Dd491747337f48D31c8e599B09A8f299,bsc,,0.00997
deposit,1693217963235,bsc,horizon,0xf9d9e93a2b5861a0604f1507f59ce28b4f7f2fe877cb92a0571dd7adb1e9849d,0x7ba61125de74c21092efc27c28572a0658973aca,bsc,,0.001
withdrawDeposit,1693219543843,bsc,horizon,0x863d4cea994eccc2691b5ff7729bc7df0372fb759cbe8bd8ef6b1d20881cbd1d,0xC1128EDBB44034E2dc000C6Af070B9Efe614eCC3,bsc,,0.000997
deposit,1693222192702,bsc,horizon,0xf1d4e5fecc4e9b40aa6a91ec274cc7c0da388a9fd76029f1acbd91be08020a6c,0x49e5247770018dadde355a6bed7ecd449cd7d24d,bsc,,0.001
withdrawDeposit,1693222326834,bsc,horizon,0x82da84fea2ace2ed855612c7ec7f7316461bb2533d081bd032a79686d6fea382,0x3d5Fef1Ad46E9BC39A1e1bCF847b380b64D28B4D,bsc,,0.000997
deposit,1693528260997,bsc,horizon,0x954fd7c2a38043537059470bfd4235e477f4d61d5786e44688b6ed3aa0faff1d,0x37d035f3409212f264d0af6528bbe46e8d6811e7,bsc,,0.01
withdrawDeposit,1693529922649,bsc,horizon,0xce75bbff243a5fddfea7da203fe95bdc93dfe169adc65476c3dbff331e5912bf,0x37d035F3409212F264d0Af6528Bbe46E8d6811E7,bsc,,0.00997
deposit,1693529978635,bsc,horizon,0x8457eaef56d5e968bf2b5f52c7323f5d3d1215daff9bfdd128e474d3422d94f1,0x37d035f3409212f264d0af6528bbe46e8d6811e7,bsc,,0.001
deposit,1693628561856,eth,horizon,0x7bc3ca4b192645f95ae5bbfced59e9615d3e9cf753ca7fe789a8e64c0abe3863,0xaf128497beb3370f1719f0455377b047146598ae,eth,,0.001
deposit,1693636732861,bsc,horizon,0x8ad050ac3169657c1dfe662e00bbb966f7d4b1e9082732a32534fff582574a4c,0xb3f70139517d64e9006ba0fab8998211ee48c121,bsc,,0.001
deposit,1693645885456,bsc,horizon,0x8d2ab3e71cda0a4f46d004273d97b77fab1012d8cc40cf017e80380b1d8f64ac,0x7f229e50167b23863b8684adc2f0be9da467237d,bsc,,0.001
deposit,1693649622179,bsc,horizon,0xfd0491aa2faf7f85ea2209ffdebcf8ed9aad74a932053b9f54f74d3cfd95a45c,0x2e1611721de18b3c9066bcc72ef963c0e610b472,bsc,,0.01
withdrawDeposit,1693649742701,bsc,horizon,0xa77781da39a161be385380432076d8cf40b6aefb614ca927fba04c331015a26a,0xc723d24Ba7716a0eeA8413dc745c23264FC1EFd7,bsc,,0.00997
deposit,1693746892387,eth,horizon,0x8320280078396406bb030dc762e56e4d9a4bb19e500434dd447e6dd8904320c6,0x0d33d9ecd28b7f579d5297ea74976df540d0291b,eth,,0.1
withdrawDeposit,1693748951316,eth,horizon,0x537a94e9ab59d6efe70f1da73521344f6aa55c4a492c0fe4431f7d183bc89384,0xDA9c6C3BfE080fDB26E2f201C85d25b3564B3a71,eth,,0.09970000000000001
deposit,1694564855372,eth,horizon,0x05d92d35ab8faceb63935d33c5f6413d9b6b0f908ec9c1c75ba5ebdee9bf77de,0x83bbf1ce81f6863ac924f15dab8589ca1b084e75,eth,,0.1
withdrawDeposit,1694567433183,eth,horizon,0x1ca95b37aab8a3d8ded2a99afe07c6de3635f8215ddd24a7bf0519524a773fb0,0x73629778aAf2aF922fc209A7a2e51Bd3Aa7ef7bf,eth,,0.09970000000000001
deposit,1694568275036,eth,horizon,0x4df015cddb326800ffa83f1c79a7b2f40020d5e30e73f1be186dbefb10077323,0x83bbf1ce81f6863ac924f15dab8589ca1b084e75,eth,,0.1
withdrawDeposit,1694569055878,eth,horizon,0x129f28be096c564fd82fdd1884f902a8d234c5cebb8e1904a25d9c7a0c6985d5,0xCdAB03CB8c573562f32892A41Afe35934f5e83B0,eth,,0.09970000000000001
deposit,1694569100113,eth,horizon,0xd1afbb3ff51bcd210d9131720ac9e203573327dbf8747b66a1b6260d1f0ddcfd,0x83bbf1ce81f6863ac924f15dab8589ca1b084e75,eth,,0.1
withdrawDeposit,1694570527747,eth,horizon,0xfc0c07db6259d560840c927b1fc304c92ed003588269400dfce28cf079b946c3,0xCdAB03CB8c573562f32892A41Afe35934f5e83B0,eth,,0.09970000000000001
deposit,1694570706544,eth,horizon,0x7e7cb0111aed2a8b2fbeaf7a6fb86bc3abadd6ac722940b618f0cdd51c6e0e59,0x83bbf1ce81f6863ac924f15dab8589ca1b084e75,eth,,0.1
withdrawDeposit,1694571298716,eth,horizon,0x58e51a8c7a86d4b561cf73dad5963bfc1521f091ce86f72a900bf4aed5f6e40a,0x3Dab4b8BEE0507e82B391367918B5f81256ec370,eth,,0.09970000000000001
deposit,1695151377364,eth,horizon,0xc47498d4013d9c58a8bd8970e631aa249c9d22128f4686e6f9c0c689c70a39db,0x77d012f377a38613ccef90b27fce1163fe75e401,eth,,0.1
withdrawDeposit,1695151832715,eth,horizon,0xf27aa31ab3619aee7d6b2b476b105de89cb4e629dbf5c999def90f58ef202f13,0x69a28D9D5569597A2BF7A8DaA1B77f02a9215069,eth,,0.09970000000000001
deposit,1695155688158,eth,horizon,0x1e57e13659cf98b379f7744760ed4f9f9b75a1d1618353ea56a0a6e1b884a1f4,0x9906a2e0cf76a2dc8b8d11f5c66b204181b6416c,eth,,0.1
withdrawDeposit,1695156077871,eth,horizon,0x1cf85964d59f339de53193adc1250c08ab585bb6c31d94f9d00d1ded3b8554bc,0x69a28D9D5569597A2BF7A8DaA1B77f02a9215069,eth,,0.09970000000000001
deposit,1695156179449,eth,horizon,0xd844ac1f9e03e3ac3f2ca04af3b6b2cef889bb863e8bb3c224f7f7970af049f2,0x9906a2e0cf76a2dc8b8d11f5c66b204181b6416c,eth,,0.1
withdrawDeposit,1695156261550,eth,horizon,0x6edfbaa73859d90541485776dba0ee2581870e9fb2781768be40210bcdfd129d,0x69a28D9D5569597A2BF7A8DaA1B77f02a9215069,eth,,0.09970000000000001
deposit,1695209937957,eth,horizon,0xb031323a0bc1ee757f7657d1096dd7e210776a05e0a5ea14c72a440673e8e593,0x9906a2e0cf76a2dc8b8d11f5c66b204181b6416c,eth,,0.1
deposit,1695632296824,eth,horizon,0xdd0dea68071fe9a8ecb8cca93ed6819ae9c246d19899595cf88d8b7db8bf3815,0xfaf66fbe9bb2028d9a1fad319d5c756d42e99178,eth,,0.1
withdrawDeposit,1695632338205,eth,horizon,0xb5d7118761bdeff67ed05ee4670f49175eb0e651c57dc11fdf1d65683073e051,0xFaf66FBe9bB2028d9A1fAd319D5C756d42E99178,eth,,0.09970000000000001
deposit,1695649144349,eth,horizon,0x5412ab933b7ee9bffe0e1b263fa201dd5c1d1b45cf934b968fd980c4e484d4a3,0xd1c388720e83bb171ec38d75d9cb02ab544fb2b3,eth,,1.0
withdrawDeposit,1695649244769,eth,horizon,0xab84c9d8ce2d84bda4a20b0dfeeeb4a733c173c39b60d25443315e77ffa3c895,0x1e83A8B58B3a4a5a970aA73D70F5f08c7eB0fdA5,eth,,0.997
deposit,1695649296587,eth,horizon,0x73ccd51d15d3a224c9fd887981c28debeff240d94a23b3ad2242bf76bf7dcda5,0xd1c388720e83bb171ec38d75d9cb02ab544fb2b3,eth,,2.0
withdrawDeposit,1695649357378,eth,horizon,0xc5e40c83a5b85a62b7450a87ca563127566c4ae8393375e27a7026d56da170b6,0x1e83A8B58B3a4a5a970aA73D70F5f08c7eB0fdA5,eth,,1.994
deposit,1695649473719,eth,horizon,0xe1e03b07e0f2e15e7d81f9082ed8db30140fb98b22886cdc097594f1b2f571be,0xd1c388720e83bb171ec38d75d9cb02ab544fb2b3,eth,,4.0
withdrawDeposit,1695649543618,eth,horizon,0x89c91e8f25897c6cac6e0f6d5dc223e19fed0a2d13d03bf96c1e1c83cb0cff70,0x1e83A8B58B3a4a5a970aA73D70F5f08c7eB0fdA5,eth,,3.988
deposit,1699811301838,eth,horizon,0x948c29f48907f259868614c7fdab7f9b349913bbb9f317ff2af1dd524faed67c,0xbce603a3f68f5dcc09dc2f7e83735ec55eb26678,eth,,0.1
withdrawDeposit,1699818811250,eth,horizon,0x8f867b0f1ad17a5e0bf9a6f36d1e58a2c8f5c363f15b6b7b41acfbb2d5583510,0xb98b51b24857793041760436e8b652088c66f6b9,eth,,0.09970000000000001
deposit,1699891213254,bsc,horizon,0xe1ae1127e8c3f0944576b2c48864cf1bc9aa6c44373a959dfafc5577cfa9d545,0x826f375a34ec5c5fce159ff25486a50ff4b6e239,bsc,,0.01
withdrawDeposit,1699891329076,bsc,horizon,0x1355b86e1b348d456627d90f01de7fdd9c470defdf921bdca88f7f4a46fb81ce,0x7583fc5152fe6413d4B330Ef9Cc86BB0B39293ff,bsc,,0.00997
deposit,1699897878308,bsc,horizon,0x4a4c6db9e85b387697db5007aed8e43080964b7745d2dc16c47d53e00c2e5667,0xbce603a3f68f5dcc09dc2f7e83735ec55eb26678,bsc,,0.001
withdrawDeposit,1699898459000,bsc,horizon,0x0ad4bd3e6a5104d2e36489b76886a15bb3d26422d0e648d2aeed31086008ae31,0xfb87cfEFd606C5382cfbCdE3cD3cb8A75F069367,bsc,,0.000997
deposit,1699898994811,bsc,horizon,0x367ee3675b7e3c530730c72f7b98a1369bc190c40aa619fa6338345aefe72b43,0xbce603a3f68f5dcc09dc2f7e83735ec55eb26678,bsc,,0.1
withdrawDeposit,1699899290336,bsc,horizon,0x813baf82c634aa396d057cb6188bab514dfbaeade8da02aba9544820f8c4b441,0xfb87cfEFd606C5382cfbCdE3cD3cb8A75F069367,bsc,,0.09970000000000001
deposit,1699899595235,bsc,horizon,0x61f7dc5ec34e1f0b5ca5b4b0efba244da6b9860d58ae95cedc75e5b39e30a63e,0xbce603a3f68f5dcc09dc2f7e83735ec55eb26678,bsc,,2.0
withdrawDeposit,1699899760074,bsc,horizon,0x6d787c6468291fce4330e2effea9194e8cd4b9d334e4754488b01ebc03796e1f,0xfb87cfEFd606C5382cfbCdE3cD3cb8A75F069367,bsc,,1.994
deposit,1699984058001,bsc,horizon,0x8450759ed2a3b4f4a4cb02e28e5c1b5f3607917c8d341844257f2900498ec983,0xbce603a3f68f5dcc09dc2f7e83735ec55eb26678,bsc,,1.0
withdrawDeposit,1699984166315,bsc,horizon,0xeb4002905384a7f25c2e8b1d010432a5316db5a1235a4bb1a414963fa048b2e8,0xfb87cfEFd606C5382cfbCdE3cD3cb8A75F069367,bsc,,0.997
deposit,1699984325421,bsc,horizon,0x73fd2a2a9c6842bd5d228010f80ec89af2ec1561efc8903c5267c27bf4cb4170,0xbce603a3f68f5dcc09dc2f7e83735ec55eb26678,bsc,,2.0
withdrawDeposit,1699984434610,bsc,horizon,0x71d4e7e9366c1f75259a2bdcf9cbbbe58d5cdb17c865952e9d5360a948ab1f3d,0xfb87cfEFd606C5382cfbCdE3cD3cb8A75F069367,bsc,,1.994
deposit,1699985247295,bsc,horizon,0x429de53e778d0edc8939d208436c59d650ae998d293d286b19ce334bf516cca4,0xbce603a3f68f5dcc09dc2f7e83735ec55eb26678,bsc,,1.0
withdrawDeposit,1699985436273,bsc,horizon,0x73a9f1a0e8d5347219ec35f8cec91aa4f27ca9edc66adde1466f659c9c8630b3,0xfb87cfEFd606C5382cfbCdE3cD3cb8A75F069367,bsc,,0.997
deposit,1699985535801,bsc,horizon,0xb3b8a36bc0a08d7aace5f577a8835a08e514a6aa05a5d091bd50bcc4d7fde085,0xbce603a3f68f5dcc09dc2f7e83735ec55eb26678,bsc,,0.1
withdrawDeposit,1699985715073,bsc,horizon,0xf90b53407c804444829da5ac6bb69d785f0aca0a5d5df5034b0e8c5c614d6ab0,0xfb87cfEFd606C5382cfbCdE3cD3cb8A75F069367,bsc,,0.09970000000000001
deposit,1699985795981,bsc,horizon,0x570910495cdf45cbac16b4459d1b000fab2f20de4a074084c12496b86d565239,0xbce603a3f68f5dcc09dc2f7e83735ec55eb26678,bsc,,0.01
withdrawDeposit,1699986502998,bsc,horizon,0xb2a1f4f77e83cc3b988a4e45ed2ff0d93621e56019798902be2cc9b649f2412d,0xb98b51b24857793041760436e8b652088c66f6b9,bsc,,0.00997
deposit,1700316057949,eth,horizon,0x10c510fec623d302ce8d9cecef60233d1040ec5626ea70d95b8a81bf2db1ea2e,0x95f0dd1c5c5efb4b380c18432988c09fa9660a26,eth,,4.0
withdrawDeposit,1700316212010,eth,horizon,0x1e8e42605442d093c17dfda387cc872d23381ac5bc5fa262441142cbca70919c,0x4D50CdB729805502B52C497A8dB9B78B0B6DE23A,eth,,3.988
deposit,1700316445056,eth,horizon,0xec3189b396d3bd076b18d852ac85952958d6108077df3656fd4443e94f71edf6,0x95f0dd1c5c5efb4b380c18432988c09fa9660a26,eth,,4.0
withdrawDeposit,1700316761322,eth,horizon,0xdea166e4fd0de9a296ceb2edf682f1127445d5cb572f4837931bb188b1cd94f6,0x4D50CdB729805502B52C497A8dB9B78B0B6DE23A,eth,,3.988
withdraw,1735039110000,ERC20,adastra,0x22514b75ff48ff9348024a07c5a13a34965c37fdb79ab38941b406f5459e61d9,0x2d8FB74758EA3Ef9EA861bEa7fddFcaE77dF58C7,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,100.0
withdraw,1735027939000,ERC20,adastra,0x4999e6a93a17f177e0752e5530273c8131df56d97b93d048b0a304f0d66683df,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,25.0
withdraw,1735027760000,ERC20,adastra,0x8ac0115663f6bdd96c735e3063b23b418086642f8c3c0ad29e2a635820cf415a,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,100.0
withdraw,1735027629000,ERC20,adastra,0x8de42280dd5c0ebfdd94d356167ec53c8d569cff297071932d81530770853e64,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,39.0
withdraw,1735027628000,ERC20,adastra,0x3bd4ce96adb15a8e59650201b981bec683e6a553fa41137c60fff12d07c53a21,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,39.0
withdraw,1735027628000,ERC20,adastra,0x58b22af2d66ea5a0869403c7d34cb1748cfe8504ea1e42a512ef5bfc0beb514e,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,39.0
withdraw,1735027601000,ERC20,adastra,0xc04ee140226012231c04003c10052994832e4909fec99f6a5f4c044c1f9f5f43,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,39.0
withdraw,1735027600000,ERC20,adastra,0x7b118d1c3330834dd093af7ae67f7f17fe6b23392b28f62b2db035f562623925,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,39.0
withdraw,1735027600000,ERC20,adastra,0x1c4a92ed647d818aa4b6857ab07e364eb62f0bf218efe0af6839888ebb3012c9,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,39.0
withdraw,1735027497000,ERC20,adastra,0xecc724dc0bcad45c64e73931eceb736dd8a03f97f4edd19bb79f3a5ed1f27b7a,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,200.0
withdraw,1735027358000,ERC20,adastra,0xe8941bbae25e2ae4291461a2aa5ca5737853dff2a14e06504cc97880ecfd2b12,0x0834a6B8b34F7C41373e610E0378E8ce09D46600,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,123.0
withdraw,1735027323000,ERC20,adastra,0x533af3e01db4db7f3410fe46918a3a76c823f1abf86c7816ec8bc415405e137e,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,199.5
withdraw,1735027193000,ERC20,adastra,0x22ba6ac53cdc0cdffba0321dd8326a46367d3364c68355436d13cbf240564369,0x0834a6B8b34F7C41373e610E0378E8ce09D46600,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,108.0
withdraw,1735026902000,ERC20,adastra,0x69f9bfe7bfb18e43ddf4abbfe4fc81f34a00f7531de662a98985bc05b523efc1,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,759.0
withdraw,1735026902000,ERC20,adastra,0x8563cb1b98230361faff6c0a92e9db5fed8831f489534dfda1cfe141e039ff1a,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,759.0
withdraw,1735026715000,ERC20,adastra,0x928799c5debe6a76316f6fa626b7cad9ea4f104aa01dd7aea27fd4ab7eb48c2a,0x0834a6B8b34F7C41373e610E0378E8ce09D46600,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,47.0
withdraw,1735026715000,ERC20,adastra,0xdb9cdc235e952c3c7efa1430aaee72e182f3aac4acf43121123e0ed42ce4d9aa,0x0834a6B8b34F7C41373e610E0378E8ce09D46600,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,47.0
withdraw,1735026715000,ERC20,adastra,0x89ec3c537349690ca0e66afc9c04e2fc322b3fb8b6e13db35b8282cf72505391,0x0834a6B8b34F7C41373e610E0378E8ce09D46600,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,47.0
withdraw,1735025393000,ERC20,adastra,0xeccbc56c91546dbd38023523be22a0db41ad0ed097f7f191556aa43716110c89,0x9f7Ab827Ddc6A698298ae0c12aAA2226298e1e95,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1000.0
withdraw,1735025393000,ERC20,adastra,0xdb585020d914aaedc7b9d0a999a2f5e9e6ad7255cec77ac6243ad12e5e57653e,0x9f7Ab827Ddc6A698298ae0c12aAA2226298e1e95,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1000.0
withdraw,1735022712000,ERC20,adastra,0x43d8874b9d179f08bfde3a400b110d9f600e0436932c2e55ee112d0130ec64f4,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,19.5
